file                                                              before   after   wrap  tokSkip  segSkip  lnSkip
interactive-lessons/chemistry-reaction-quotient-le-chatelier-part7.ts       8       0      7        0        0       0
interactive-lessons/chemistry-reaction-rates-and-rate-laws-part1.ts      28       0     26        0        0       0
interactive-lessons/chemistry-reaction-rates-and-rate-laws-part2.ts       9       0      9        0        0       0
interactive-lessons/chemistry-reaction-rates-and-rate-laws-part3.ts      30       0     24        0        0       0
interactive-lessons/chemistry-reaction-rates-and-rate-laws-part4.ts      46       1     40        0        0       0
interactive-lessons/chemistry-reaction-rates-and-rate-laws-part5.ts     138       0     60        0        0       0
interactive-lessons/chemistry-reaction-rates-and-rate-laws-part6.ts     104       2     56        0        0       0
interactive-lessons/chemistry-reaction-rates-and-rate-laws-part7.ts      99       0     60        0        0       0
interactive-lessons/chemistry-reaction-types-part1.ts                 28       0     24        0        0       0
interactive-lessons/chemistry-reaction-types-part2.ts                 48       0     45        0        0       0
interactive-lessons/chemistry-reaction-types-part3.ts                 81       0     64        0        0       0
interactive-lessons/chemistry-reaction-types-part4.ts                 45       0     29        0        0       0
interactive-lessons/chemistry-reaction-types-part5.ts                147       0    125        0        0       0
interactive-lessons/chemistry-reaction-types-part6.ts                 59       0     48        0        0       0
interactive-lessons/chemistry-reaction-types-part7.ts                 53       0     47        0        0       0
interactive-lessons/chemistry-solubility-ksp-part1.ts                  4       0      3        0        0       0
interactive-lessons/chemistry-solubility-ksp-part2.ts                 17       0     16        0        0       0
interactive-lessons/chemistry-solubility-ksp-part3.ts                 15       0     13        0        0       0
interactive-lessons/chemistry-solubility-ksp-part4.ts                  8       0      7        0        0       0
interactive-lessons/chemistry-solubility-ksp-part5.ts                 18       0     15        0        0       0
interactive-lessons/chemistry-solubility-ksp-part6.ts                 12       0      9        0        0       0
interactive-lessons/chemistry-solubility-ksp-part7.ts                 21       0     20        0        0       0
interactive-lessons/chemistry-solutions-solubility-part1.ts          100       0     64        0        0       0
interactive-lessons/chemistry-solutions-solubility-part2.ts            4       0      3        0        0       0
interactive-lessons/chemistry-solutions-solubility-part3.ts            6       0      7        0        0       0
interactive-lessons/chemistry-solutions-solubility-part4.ts           61       0     39        0        0       0
interactive-lessons/chemistry-solutions-solubility-part5.ts           17       0     14        0        0       0
interactive-lessons/chemistry-solutions-solubility-part6.ts           10       0      4        0        0       0
interactive-lessons/chemistry-solutions-solubility-part7.ts           87       0     53        0        0       0
interactive-lessons/chemistry-stoichiometry-limiting-reactants-part1.ts      37       0     42        0        0       0
interactive-lessons/chemistry-stoichiometry-limiting-reactants-part2.ts      39       0     37        0        0       0
interactive-lessons/chemistry-stoichiometry-limiting-reactants-part3.ts      62       0     70        0        0       0
interactive-lessons/chemistry-stoichiometry-limiting-reactants-part4.ts       6       0      6        0        0       0
interactive-lessons/chemistry-stoichiometry-limiting-reactants-part5.ts      10       0     11        0        0       0
interactive-lessons/chemistry-stoichiometry-limiting-reactants-part6.ts      52       0     42        0        0       0
interactive-lessons/chemistry-stoichiometry-limiting-reactants-part7.ts      39       0     33        0        0       0
interactive-lessons/chemistry-types-intermolecular-forces-part1.ts      24       0     20        0        0       0
interactive-lessons/chemistry-types-intermolecular-forces-part2.ts      29       0     28        0        0       0
interactive-lessons/chemistry-types-intermolecular-forces-part3.ts      18       0     15        0        0       0
interactive-lessons/chemistry-types-intermolecular-forces-part4.ts      32       0     28        0        0       0
interactive-lessons/chemistry-types-intermolecular-forces-part5.ts      38       0     31        0        0       0
interactive-lessons/chemistry-types-intermolecular-forces-part6.ts      22       0     18        0        0       0
interactive-lessons/chemistry-types-intermolecular-forces-part7.ts      31       0     21        0        0       0
interactive-lessons/chemistry-types-of-chemical-bonds-part1.ts         1       0      1        0        0       0
interactive-lessons/chemistry-types-of-chemical-bonds-part5.ts        11       0     11        0        0       0
interactive-lessons/chemistry-types-of-chemical-bonds-part7.ts         5       0      6        0        0       0
interactive-lessons/chemistry-vsepr-molecular-geometry-part1.ts       18       0     22        0        0       0
interactive-lessons/chemistry-vsepr-molecular-geometry-part2.ts       37       0     35        0        0       0
interactive-lessons/chemistry-vsepr-molecular-geometry-part3.ts       35       0     28        0        0       0
interactive-lessons/chemistry-vsepr-molecular-geometry-part4.ts       39       0     38        0        0       0
interactive-lessons/chemistry-vsepr-molecular-geometry-part5.ts       40       0     38        0        0       0
interactive-lessons/chemistry-vsepr-molecular-geometry-part6.ts       43       0     41        0        0       0
interactive-lessons/chemistry-vsepr-molecular-geometry-part7.ts       97       0     87        0        0       0
interactive-lessons/chemistry-weak-acids-bases-ka-kb-part2.ts          4       0      4        0        0       0
interactive-lessons/chemistry-weak-acids-bases-ka-kb-part3.ts          4       0      4        0        0       0
interactive-lessons/chemistry-weak-acids-bases-ka-kb-part5.ts         25       0     12        0        0       0
interactive-lessons/chemistry-weak-acids-bases-ka-kb-part6.ts          3       0      3        0        0       0
interactive-lessons/csa-class-design-part1.ts                          2       2      0        0        0       5
interactive-lessons/csa-using-objects-part1.ts                         1       1      0        0        0      13
interactive-lessons/csp-algorithms-part1.ts                            4       4      0        5        0       0
interactive-lessons/csp-algorithms-part2.ts                            2       0      2        0        0       0
interactive-lessons/csp-algorithms-part4.ts                           18       0     14        0        0       0
interactive-lessons/csp-algorithms-part5.ts                           20       0     14        0        0       0
interactive-lessons/csp-algorithms-part6.ts                            1       0      1        0        0       1
interactive-lessons/csp-algorithms-part7.ts                            9       0      6        0        0       0
interactive-lessons/csp-algorithms-programming-part6.ts                2       0      3        0        0       0
interactive-lessons/csp-algorithms-programming-part7.ts                2       0      2        0        0       0
interactive-lessons/csp-binary-data-part1.ts                          13      13      0       13        0       0
interactive-lessons/csp-binary-data-part2.ts                          27       0     22        0        0       0
interactive-lessons/csp-binary-data-part6.ts                          21       0     15        0        0       0
interactive-lessons/csp-binary-data-part7.ts                          19       0     12        0        0       0
interactive-lessons/csp-fault-tolerance-security-part2.ts              1       1      0        0        0       0
interactive-lessons/csp-internet-protocols-part1.ts                    1       1      0        1        0       0
interactive-lessons/csp-internet-protocols-part5.ts                    4       0      2        0        0       0
interactive-lessons/extra/absolute-extrema.ts                          3       0      3        0        0       2
interactive-lessons/extra/apes-air-pollution.ts                      162       0    148        0        0       1
interactive-lessons/extra/apes-climate-change.ts                     149       1    158        0        1       1
interactive-lessons/extra/apes-geology-soil.ts                        18       0     14        0        0       1
interactive-lessons/extra/apes-ozone-indoor-air.ts                    55       0     55        0        0       1
interactive-lessons/extra/apes-solid-hazardous-waste.ts               25       0     27        0        1       1
interactive-lessons/extra/apes-sustainability.ts                      15       0     19        0        0       1
interactive-lessons/extra/apes-water-pollution.ts                     18       0     15        0        0       1
interactive-lessons/extra/area-between-curves.ts                       3       0      3        0        0       1
interactive-lessons/extra/circle-basics-geometry.ts                    3       0      3        0        0       1
interactive-lessons/extra/circles-circumference-area-grade7.ts        22       0     29        0        0       1
interactive-lessons/extra/complex-number-system-alg2.ts                1       1      0        0        0       1
interactive-lessons/extra/complex-numbers-intro-algebra2.ts            1       1      0        0        0       1
interactive-lessons/extra/critical-points-and-extrema.ts               1       0      1        0        0       1
interactive-lessons/extra/csa-recursive-methods.ts                     1       1      0        1        0       1
interactive-lessons/extra/derivative-as-rate-of-change.ts              5       0      8        0        1       1
interactive-lessons/extra/exponential-growth-decay-alg1.ts             1       1      0        0       11       1
interactive-lessons/extra/factoring-polynomials-algebra2.ts            1       0      1        0        0       1
interactive-lessons/extra/fundamental-theorem-algebra.ts               4       0      4        0        0       1
interactive-lessons/extra/higher-order-derivatives.ts                  2       0      2        0        0       1
interactive-lessons/extra/indefinite-integrals.ts                      5       3      2        0        0       1
interactive-lessons/extra/multiplying-polynomials-algebra1.ts          4       1      3        0        0       1
interactive-lessons/extra/optimization-problems.ts                     2       0      4        0        3       1
interactive-lessons/extra/perimeter-and-area.ts                        2       0      2        0        0       1
interactive-lessons/extra/piecewise-functions.ts                       8       8      0        0        3       2
interactive-lessons/extra/polynomial-division-algebra2.ts              2       1      1        0        0       1
interactive-lessons/extra/polynomial-operations-algebra1.ts            3       3      0        0        0       1
interactive-lessons/extra/polynomial-operations-theorems-alg2.ts       1       1      0        0        0       1
interactive-lessons/extra/radical-operations-algebra1.ts               5       5      0        5        0       1
interactive-lessons/extra/radicals-integer-exponents-grade8.ts         1       0      1        0        0       1
interactive-lessons/extra/rationalizing-techniques.ts                 10       7      3        7        0       1
interactive-lessons/extra/series-summation-algebra2.ts                 5       5      0        0        0       1
interactive-lessons/extra/simplifying-radicals-alg1.ts                 5       5      0        5        0       1
interactive-lessons/extra/square-roots-perfect-squares.ts              5       0      9        0        0       1
interactive-lessons/extra/surface-area-volume-solids-geo.ts            1       1      0        1        0       1
interactive-lessons/extra/u-substitution.ts                            1       0      1        0        0       2
interactive-lessons/full-unit-circle.ts                                6       0      6        0        0       0
interactive-lessons/geometry-circles-part4.ts                          8       0      8        0        0       0
interactive-lessons/geometry-circles-part6.ts                          3       0      3        0        0       0
interactive-lessons/geometry-circles-part7.ts                          2       0      2        0        0       0
interactive-lessons/geometry-coordinate-proofs-part1.ts               11       0     10        0        0       0
interactive-lessons/geometry-coordinate-proofs-part2.ts                6       0      5        0        0       0
interactive-lessons/geometry-coordinate-proofs-part4.ts                2       0      2        0        0       0
interactive-lessons/geometry-coordinate-proofs-part5.ts                2       0      2        0        0       0
interactive-lessons/geometry-coordinate-proofs-part6.ts                3       0      3        0        0       0
interactive-lessons/geometry-coordinate-proofs-part7.ts                3       0      3        0        0       0
interactive-lessons/gov-bureaucracy-part3.ts                           2       0      2        0        0       0
interactive-lessons/grade4-geometry-measurement-part4.ts              13       0     14        0        0       0
interactive-lessons/grade4-geometry-measurement-part6.ts              12       0     12        0        0       0
interactive-lessons/grade4-geometry-measurement-part7.ts               7       0      7        0        0       0
interactive-lessons/grade5-volume-part1.ts                             7       0     10        0        0       0
interactive-lessons/grade5-volume-part2.ts                             1       0      1        0        0       0
interactive-lessons/grade5-volume-part3.ts                            21       0     21        0        0       0
interactive-lessons/grade5-volume-part4.ts                             8       0      8        0        0       0
interactive-lessons/grade5-volume-part5.ts                            20       0     20        0        0       0
interactive-lessons/grade5-volume-part6.ts                             9       2      7        3        1       0
interactive-lessons/grade5-volume-part7.ts                            17       0     17        0        0       0
interactive-lessons/grade6-expressions-equations-part2.ts              1       0      1        0        0       0
interactive-lessons/grade7-geometry-part2.ts                           2       0      1        0        0       0
interactive-lessons/grade7-geometry-part3.ts                           8       0      8        0        0       0
interactive-lessons/grade7-geometry-part4.ts                           7       0      7        0        0       0
interactive-lessons/grade7-geometry-part5.ts                           5       0      5        0        0       0
interactive-lessons/grade7-geometry-part6.ts                           4       0      4        0        0       3
interactive-lessons/grade7-geometry-part7.ts                          11       0     11        0        0       0
interactive-lessons/grade7-operations-rational-part5.ts                2       0      2        0        0       0
interactive-lessons/grade7-operations-rational-part7.ts                1       0      1        0        0       0
interactive-lessons/grade8-pythagorean-theorem-part1.ts                4       0      4        0        0       0
interactive-lessons/grade8-pythagorean-theorem-part2.ts               11       0      8        0        0       0
interactive-lessons/grade8-pythagorean-theorem-part3.ts               12       0     10        0        0       0
interactive-lessons/grade8-pythagorean-theorem-part4.ts                6       0      6        0        0       0
interactive-lessons/grade8-pythagorean-theorem-part5.ts               13       0     10        0        0       0
interactive-lessons/grade8-pythagorean-theorem-part6.ts               10       0     10        0        0       0
interactive-lessons/grade8-pythagorean-theorem-part7.ts                9       0      8        0        0       0
interactive-lessons/grades/adding-subtracting-decimals.ts              1       0      1        0        0       1
interactive-lessons/grades/area-composite-figures.ts                  54       0     59        0        0       1
interactive-lessons/grades/perimeter-and-area-grade6.ts               33       0     38        0        0       1
interactive-lessons/grades/surface-area-volume.ts                     67       0     70        0        0       1
interactive-lessons/grades/volume-cylinders-cones-spheres.ts          25       0     25        0        0       1
interactive-lessons/hg-intro-geography-part2.ts                        2       0      2        0        0       0
interactive-lessons/hg-intro-geography-part4.ts                       11       0     11        0        0       0
interactive-lessons/hg-intro-geography-part6.ts                        2       0      2        0        0       0
interactive-lessons/macro-unemployment-inflation-part1.ts              3       0      4        0        5       0
interactive-lessons/mcat-mcat-anatomy-physiology-mcat-part1.ts        52       0     30        0        0       0
interactive-lessons/mcat-mcat-anatomy-physiology-mcat-part4.ts         1       0      1        0        0       0
interactive-lessons/mcat-mcat-anatomy-physiology-mcat-part5.ts        17       0     15        0        0       1
interactive-lessons/mcat-mcat-anatomy-physiology-mcat-part6.ts        47       0     47        0        0       0
interactive-lessons/mcat-mcat-anatomy-physiology-mcat-part7.ts        53       0     40        0        0       0
interactive-lessons/mcat-mcat-biochemistry-foundations-mcat-part1.ts      17       0     12        0        0       0
interactive-lessons/mcat-mcat-biochemistry-foundations-mcat-part2.ts       4       0      4        0        0       0
interactive-lessons/mcat-mcat-biological-basis-behavior-mcat-part1.ts      38       0     37        0        0       0
interactive-lessons/mcat-mcat-biological-basis-behavior-mcat-part2.ts      28       0     21        0        0       0
interactive-lessons/mcat-mcat-biostatistics-mcat-part1.ts              9       0      9        0        0       0
interactive-lessons/mcat-mcat-biostatistics-mcat-part2.ts             17       0     17        0        0       0
interactive-lessons/mcat-mcat-biostatistics-mcat-part3.ts              1       0      1        0        0       0
interactive-lessons/mcat-mcat-general-chemistry-acid-base-equilibrium-mcat-part1.ts       2       0      2        0        0       0
interactive-lessons/mcat-mcat-general-chemistry-acid-base-equilibrium-mcat-part2.ts       3       0      3        0        0       0
interactive-lessons/mcat-mcat-general-chemistry-acid-base-equilibrium-mcat-part3.ts      19       0     18        0        0       0
interactive-lessons/mcat-mcat-general-chemistry-acid-base-equilibrium-mcat-part4.ts      14       0     14        0        0       0
interactive-lessons/mcat-mcat-general-chemistry-acid-base-equilibrium-mcat-part5.ts       4       0      7        0        1       0
interactive-lessons/mcat-mcat-general-chemistry-atomic-structure-mcat-part2.ts       3       0      3        0        0       0
interactive-lessons/mcat-mcat-general-chemistry-atomic-structure-mcat-part3.ts       4       0      4        0        0       0
interactive-lessons/mcat-mcat-general-chemistry-atomic-structure-mcat-part5.ts       4       0      4        0        0       0
interactive-lessons/mcat-mcat-general-chemistry-kinetics-mcat-part1.ts      13       0      5        0        0       0
interactive-lessons/mcat-mcat-general-chemistry-kinetics-mcat-part5.ts      22       0      6        0        0       0
interactive-lessons/mcat-mcat-general-chemistry-mcat-part1.ts          9       0      8        0        0       0
interactive-lessons/mcat-mcat-general-chemistry-mcat-part2.ts          4       0      1        0        0       0
interactive-lessons/mcat-mcat-general-chemistry-mcat-part3.ts         16       0     33        0        0       0
interactive-lessons/mcat-mcat-general-chemistry-mcat-part4.ts         19       0     17        0        0       0
interactive-lessons/mcat-mcat-general-chemistry-mcat-part6.ts          6       0      2        0        0       0
interactive-lessons/mcat-mcat-general-chemistry-mcat-part7.ts          9       0      7        0        0       0
interactive-lessons/mcat-mcat-general-chemistry-stoichiometry-mcat-part2.ts       3       0      3        0        0       0
interactive-lessons/mcat-mcat-lab-methods-mcat-part1.ts                2       0      1        0        0       0
interactive-lessons/mcat-mcat-lab-methods-mcat-part3.ts                4       0      5        0        0       0
interactive-lessons/mcat-mcat-lab-methods-mcat-part4.ts               61       0     19        0        0       0
interactive-lessons/mcat-mcat-lab-methods-mcat-part5.ts                2       0      2        0        0       0
interactive-lessons/mcat-mcat-organ-systems-mcat-part2.ts             35       0     43        0        0       0
interactive-lessons/mcat-mcat-organ-systems-mcat-part3.ts             17       0     13        0        0       0
interactive-lessons/mcat-mcat-organ-systems-mcat-part4.ts              5       0      4        0        0       0
interactive-lessons/mcat-mcat-organ-systems-mcat-part5.ts             19       0     13        0        0       0
interactive-lessons/mcat-mcat-organ-systems-mcat-part6.ts             37       0     37        0        0       0
interactive-lessons/mcat-mcat-organic-chemistry-mcat-part1.ts          8       0      8        0        0       0
interactive-lessons/mcat-mcat-organic-chemistry-mcat-part2.ts          8       0      9        0        0       0
interactive-lessons/mcat-mcat-organic-chemistry-mcat-part3.ts         35       0     33        0        0       0
interactive-lessons/mcat-mcat-organic-chemistry-mcat-part4.ts         51       0     39        0        0       0
interactive-lessons/mcat-mcat-psychology-behavior-mcat-part2.ts        4       0      2        0        0       0
interactive-lessons/mcat-mcat-quantitative-skills-mcat-part1.ts        4       0      4        0        0       0
interactive-lessons/mcat-mcat-science-passage-strategy-mcat-part2.ts       1       0      1        0        0       0
interactive-lessons/mcat-mcat-science-passage-strategy-mcat-part5.ts       1       0      1        0        0       0
interactive-lessons/micro-scarcity-marginal-analysis-part1.ts          4       2      3        0        9       0
interactive-lessons/ochem-aldehydes-ketones-reactions-part4.ts         1       0      1        0        0       0
interactive-lessons/ochem-alkanes-cycloalkanes-part2.ts                5       0      4        0        0       0
interactive-lessons/ochem-alkanes-cycloalkanes-part4.ts                5       0      6        0        0       0
interactive-lessons/ochem-alkanes-cycloalkanes-part6.ts                3       0      3        0        0       0
interactive-lessons/ochem-alkanes-cycloalkanes-part7.ts                5       0      5        0        0       0
interactive-lessons/ochem-elimination-reactions-part2.ts               1       0      1        0        0       0
interactive-lessons/ochem-elimination-reactions-part6.ts               1       0      1        0        0       0
interactive-lessons/ochem-infrared-mass-spectrometry-part2.ts          2       0      1        0        0       0
interactive-lessons/ochem-nmr-spectroscopy-part2.ts                    1       0      1        0        0       0
interactive-lessons/ochem-nmr-spectroscopy-part3.ts                    1       0      1        0        0       0
interactive-lessons/ochem-nmr-spectroscopy-part4.ts                    4       0      4        0        0       0
interactive-lessons/ochem-nmr-spectroscopy-part7.ts                    1       0      1        0        0       0
interactive-lessons/physics1-angular-momentum-part1.ts                25       0     24        0        0       0
interactive-lessons/physics1-angular-momentum-part2.ts                23       0     23        0        0       0
interactive-lessons/physics1-angular-momentum-part3.ts                 6       0      6        0        0       0
interactive-lessons/physics1-angular-momentum-part4.ts                11       0     11        0        0       0
interactive-lessons/physics1-angular-momentum-part5.ts                11       0     11        0        0       0
interactive-lessons/physics1-angular-momentum-part6.ts                12       0     12        0        0       0
interactive-lessons/physics1-angular-momentum-part7.ts                 7       0      7        0        0       0
interactive-lessons/physics1-centripetal-force-part1.ts                1       0      1        0        0       0
interactive-lessons/physics1-centripetal-force-part2.ts                2       0      2        0        0       0
interactive-lessons/physics1-centripetal-force-part3.ts                1       0      1        0        0       0
interactive-lessons/physics1-centripetal-force-part4.ts                4       0      4        0        0       0
interactive-lessons/physics1-centripetal-force-part5.ts                2       0      2        0        0       0
interactive-lessons/physics1-centripetal-force-part6.ts                3       0      3        0        0       0
interactive-lessons/physics1-centripetal-force-part7.ts                1       0      1        0        0       0
interactive-lessons/physics1-collisions-part6.ts                       2       0      2        0        0       0
interactive-lessons/physics1-conservation-of-energy-part1.ts           3       0      3        0        0       0
interactive-lessons/physics1-conservation-of-energy-part2.ts           4       0      4        0        0       0
interactive-lessons/physics1-conservation-of-energy-part3.ts           3       0      3        0        0       0
interactive-lessons/physics1-conservation-of-energy-part4.ts           5       0      5        0        0       0
interactive-lessons/physics1-conservation-of-energy-part5.ts           5       0      5        0        0       0
interactive-lessons/physics1-conservation-of-energy-part6.ts           2       0      2        0        0       0
interactive-lessons/physics1-conservation-of-energy-part7.ts           2       0      2        0        0       0
interactive-lessons/physics1-conservation-of-momentum-part5.ts         2       0      2        0        0       0
interactive-lessons/physics1-conservation-of-momentum-part6.ts         1       0      1        0        0       0
interactive-lessons/physics1-conservation-of-momentum-part7.ts         1       0      1        0        0       0
interactive-lessons/physics1-elastic-potential-energy-part1.ts         2       0      2        0        0       0
interactive-lessons/physics1-elastic-potential-energy-part4.ts         3       0      3        0        0       0
interactive-lessons/physics1-elastic-potential-energy-part6.ts         3       0      3        0        0       0
interactive-lessons/physics1-elastic-potential-energy-part7.ts         4       0      4        0        0       0
interactive-lessons/physics1-energy-in-shm-part2.ts                    4       0      3        0        0       0
interactive-lessons/physics1-energy-in-shm-part3.ts                   11       0     11        0        0       0
interactive-lessons/physics1-energy-in-shm-part4.ts                    4       0      4        0        0       0
interactive-lessons/physics1-energy-in-shm-part5.ts                    2       0      2        0        0       0
interactive-lessons/physics1-energy-in-shm-part6.ts                    1       0      1        0        0       0
interactive-lessons/physics1-energy-in-shm-part7.ts                    4       0      4        0        0       0
interactive-lessons/physics1-fluids-bernoulli-part1.ts                 2       0      2        0        0       0
interactive-lessons/physics1-fluids-bernoulli-part2.ts                 2       0      2        0        0       0
interactive-lessons/physics1-fluids-bernoulli-part3.ts                 1       0      1        0        0       0
interactive-lessons/physics1-fluids-bernoulli-part4.ts                 1       0      1        0        0       0
interactive-lessons/physics1-fluids-bernoulli-part5.ts                 3       0      3        0        0       0
interactive-lessons/physics1-fluids-bernoulli-part6.ts                11       0     11        0        0       0
interactive-lessons/physics1-fluids-bernoulli-part7.ts                 4       0      4        0        0       0
interactive-lessons/physics1-fluids-buoyancy-part1.ts                  3       0      3        0        0       0
interactive-lessons/physics1-fluids-buoyancy-part2.ts                 23       0     23        0        0       0
interactive-lessons/physics1-fluids-buoyancy-part3.ts                 21       0     21        0        0       0
interactive-lessons/physics1-fluids-buoyancy-part4.ts                  7       0      7        0        0       0
interactive-lessons/physics1-fluids-buoyancy-part5.ts                  6       0      6        0        0       0
interactive-lessons/physics1-fluids-buoyancy-part6.ts                 30       0     30        0        0       0
interactive-lessons/physics1-fluids-buoyancy-part7.ts                 24       0     24        0        0       0
interactive-lessons/physics1-fluids-continuity-part1.ts               35       0     35        0        0       0
interactive-lessons/physics1-fluids-continuity-part2.ts                8       0      8        0        0       0
interactive-lessons/physics1-fluids-continuity-part3.ts                4       0      4        0        0       0
interactive-lessons/physics1-fluids-continuity-part4.ts               20       0     20        0        0       0
interactive-lessons/physics1-fluids-continuity-part5.ts               14       0     14        0        0       0
interactive-lessons/physics1-fluids-continuity-part6.ts                8       0      8        0        0       0
interactive-lessons/physics1-fluids-continuity-part7.ts               13       0     13        0        0       0
interactive-lessons/physics1-fluids-density-and-pressure-part1.ts      46       0     46        0        0       0
interactive-lessons/physics1-fluids-density-and-pressure-part2.ts      11       0     11        0        0       0
interactive-lessons/physics1-fluids-density-and-pressure-part3.ts       2       0      5        0        0       0
interactive-lessons/physics1-fluids-density-and-pressure-part5.ts       5       0      5        0        0       0
interactive-lessons/physics1-fluids-density-and-pressure-part6.ts       8       0      8        0        0       0
interactive-lessons/physics1-fluids-density-and-pressure-part7.ts       6       0      6        0        0       0
interactive-lessons/physics1-friction-part1.ts                         2       0      2        0        0       0
interactive-lessons/physics1-friction-part2.ts                         8       0      8        0        0       0
interactive-lessons/physics1-friction-part3.ts                        14       0     14        0        0       0
interactive-lessons/physics1-friction-part4.ts                        13       0     13        0        0       0
interactive-lessons/physics1-friction-part5.ts                         1       0      1        0        0       0
interactive-lessons/physics1-friction-part6.ts                        26       0     26        0        0       0
interactive-lessons/physics1-friction-part7.ts                         6       0      6        0        0       0
interactive-lessons/physics1-gravitational-potential-energy-part1.ts       6       0      6        0        0       0
interactive-lessons/physics1-gravitational-potential-energy-part2.ts       1       0      1        0        0       0
interactive-lessons/physics1-gravitational-potential-energy-part3.ts       4       0      4        0        0       0
interactive-lessons/physics1-gravitational-potential-energy-part4.ts       5       0      5        0        0       0
interactive-lessons/physics1-gravitational-potential-energy-part5.ts       4       0      4        0        0       0
interactive-lessons/physics1-gravitational-potential-energy-part6.ts       8       0      8        0        0       0
interactive-lessons/physics1-gravitational-potential-energy-part7.ts       3       0      3        0        0       0
interactive-lessons/physics1-inclined-planes-part1.ts                  3       0      3        0        0       0
interactive-lessons/physics1-inclined-planes-part2.ts                 15       0     15        0        0       0
interactive-lessons/physics1-inclined-planes-part3.ts                 12       0     13        0        0       0
interactive-lessons/physics1-inclined-planes-part4.ts                 10       0     11        0        0       0
interactive-lessons/physics1-inclined-planes-part5.ts                 11       0     13        0        0       0
interactive-lessons/physics1-inclined-planes-part6.ts                 15       0     15        0        0       0
interactive-lessons/physics1-inclined-planes-part7.ts                 15       0     15        0        0       0
interactive-lessons/physics1-introduction-to-shm-part1.ts              3       0      3        0        0       0
interactive-lessons/physics1-introduction-to-shm-part2.ts              8       0      6        0        0       0
interactive-lessons/physics1-introduction-to-shm-part3.ts              3       0      3        0        0       0
interactive-lessons/physics1-introduction-to-shm-part4.ts              7       0      7        0        0       0
interactive-lessons/physics1-introduction-to-shm-part5.ts              5       0      5        0        0       0
interactive-lessons/physics1-introduction-to-shm-part6.ts              8       0      8        0        0       0
interactive-lessons/physics1-introduction-to-shm-part7.ts              4       0      4        0        0       0
interactive-lessons/physics1-momentum-and-impulse-part1.ts             2       0      2        0        0       0
interactive-lessons/physics1-momentum-and-impulse-part2.ts             1       0      1        0        0       0
interactive-lessons/physics1-momentum-and-impulse-part4.ts             2       0      2        0        0       0
interactive-lessons/physics1-momentum-and-impulse-part6.ts             1       0      1        0        0       0
interactive-lessons/physics1-momentum-and-impulse-part7.ts             1       0      1        0        0       0
interactive-lessons/physics1-motion-graphs-part2.ts                    2       0      2        0        0       0
interactive-lessons/physics1-motion-graphs-part3.ts                   12       0     12        0        0       1
interactive-lessons/physics1-motion-graphs-part4.ts                   10       0     10        0        0       0
interactive-lessons/physics1-motion-graphs-part5.ts                    7       0      7        0        0       0
interactive-lessons/physics1-motion-graphs-part6.ts                    5       0      5        0        0       0
interactive-lessons/physics1-motion-graphs-part7.ts                    3       0      3        0        0       0
interactive-lessons/physics1-newtons-first-second-laws-part1.ts        2       0      2        0        0       0
interactive-lessons/physics1-newtons-first-second-laws-part2.ts       25       0     24        0        0       0
interactive-lessons/physics1-newtons-first-second-laws-part3.ts        5       0      5        0        0       0
interactive-lessons/physics1-newtons-first-second-laws-part4.ts       20       0     20        0        0       0
interactive-lessons/physics1-newtons-first-second-laws-part5.ts        5       0      5        0        0       0
interactive-lessons/physics1-newtons-first-second-laws-part6.ts       21       0     21        0        0       0
interactive-lessons/physics1-newtons-first-second-laws-part7.ts       12       0     12        0        0       0
interactive-lessons/physics1-newtons-third-law-part2.ts                3       0      3        0        0       0
interactive-lessons/physics1-newtons-third-law-part3.ts                3       0      3        0        0       0
interactive-lessons/physics1-newtons-third-law-part4.ts               17       0     17        0        0       0
interactive-lessons/physics1-newtons-third-law-part5.ts               14       0     14        0        0       0
interactive-lessons/physics1-newtons-third-law-part6.ts               13       0     14        0        0       0
interactive-lessons/physics1-newtons-third-law-part7.ts               14       0     14        0        0       0
interactive-lessons/physics1-one-dimensional-motion-part3.ts          21       0     21        0        0       0
interactive-lessons/physics1-one-dimensional-motion-part4.ts          11       0     12        0        0       0
interactive-lessons/physics1-one-dimensional-motion-part5.ts          11       0     11        0        0       0
interactive-lessons/physics1-one-dimensional-motion-part6.ts          14       0     14        0        0       0
interactive-lessons/physics1-one-dimensional-motion-part7.ts           8       0      8        0        0       0
interactive-lessons/physics1-projectile-motion-part1.ts                3       0      3        0        0       0
interactive-lessons/physics1-projectile-motion-part2.ts                2       0      2        0        0       0
interactive-lessons/physics1-projectile-motion-part3.ts                2       0      2        0        0       0
interactive-lessons/physics1-projectile-motion-part4.ts                4       0      4        0        0       0
interactive-lessons/physics1-projectile-motion-part5.ts                2       0      2        0        0       0
interactive-lessons/physics1-projectile-motion-part6.ts                4       0      4        0        0       0
interactive-lessons/physics1-projectile-motion-part7.ts                6       0      6        0        0       0
interactive-lessons/physics1-rotational-kinematics-part1.ts            9       0      9        0        0       0
interactive-lessons/physics1-rotational-kinematics-part2.ts           22       0     21        0        0       0
interactive-lessons/physics1-rotational-kinematics-part3.ts           13       0     13        0        0       0
interactive-lessons/physics1-rotational-kinematics-part4.ts            1       0      1        0        0       0
interactive-lessons/physics1-rotational-kinematics-part5.ts           14       0     14        0        0       0
interactive-lessons/physics1-rotational-kinematics-part6.ts           21       0     20        0        0       0
